order_id,customer_id,customer_city,restaurant_id,restaurant_city,cuisine,order_datetime,order_value,delivery_time_mins,rating,is_weekend
O229207,C100259,Chennai,R1000,Bengaluru,South Indian,2025-02-17 00:00:00,308.03,28.4,4.7,False
O214938,C100898,Delhi NCR,R1076,Hyderabad,Continental,2025-02-17 00:00:00,603.24,33.4,4.6,False
O207985,C102449,Chennai,R1177,Bengaluru,Fast Food,2025-02-17 00:00:00,213.41,20.2,3.6,False
O211160,C101138,Hyderabad,R1073,Hyderabad,South Indian,2025-02-17 08:42:00,169.4,16.2,4.0,False
O201952,C101307,Delhi NCR,R1034,Chennai,Biryani,2025-02-17 11:43:00,361.63,39.3,4.1,False
O223544,C101497,Chennai,R1075,Pune,Fast Food,2025-02-17 12:14:00,231.59,32.6,5.0,False
O228453,C101156,Pune,R1165,Hyderabad,Fast Food,2025-02-17 12:16:00,225.62,34.2,3.7,False
O216594,C101566,Bengaluru,R1113,Hyderabad,South Indian,2025-02-17 12:26:00,224.92,23.3,4.1,False
O215412,C102285,Hyderabad,R1146,Delhi NCR,Fast Food,2025-02-17 12:28:00,222.1,32.4,4.6,False
O204387,C101186,Pune,R1042,Mumbai,North Indian,2025-02-17 12:30:00,474.56,22.3,3.9,False
O211784,C100220,Bengaluru,R1109,Mumbai,Fast Food,2025-02-17 12:33:00,340.65,43.7,3.8,False
O226748,C101212,Delhi NCR,R1111,Mumbai,North Indian,2025-02-17 12:39:00,419.86,43.4,3.6,False
O208116,C100276,Pune,R1086,Pune,Fast Food,2025-02-17 12:39:00,270.93,37.7,4.5,False
O215397,C101667,Delhi NCR,R1008,Delhi NCR,Chinese,2025-02-17 12:44:00,349.75,25.9,4.0,False
O218505,C101148,Mumbai,R1153,Delhi NCR,North Indian,2025-02-17 12:44:00,359.01,44.7,3.5,False
O213153,C102105,Bengaluru,R1168,Mumbai,South Indian,2025-02-17 12:47:00,267.0,40.8,4.8,False
O205794,C101148,Mumbai,R1110,Bengaluru,North Indian,2025-02-17 12:47:00,575.34,38.9,4.8,False
O212038,C101138,Hyderabad,R1078,Bengaluru,Fast Food,2025-02-17 12:49:00,237.1,45.2,3.8,False
O205733,C100323,Delhi NCR,R1041,Delhi NCR,Fast Food,2025-02-17 12:53:00,358.56,47.7,4.5,False
O217328,C100653,Delhi NCR,R1157,Hyderabad,Fast Food,2025-02-17 12:58:00,220.67,43.1,3.9,False
O208592,C100289,Mumbai,R1117,Mumbai,North Indian,2025-02-17 13:00:00,400.29,40.6,4.7,False
O219545,C100175,Chennai,R1089,Delhi NCR,South Indian,2025-02-17 13:09:00,161.34,12.0,4.1,False
O202884,C102090,Delhi NCR,R1024,Delhi NCR,Fast Food,2025-02-17 13:17:00,313.0,20.0,4.9,False
O210891,C100453,Bengaluru,R1085,Bengaluru,Biryani,2025-02-17 13:18:00,384.16,37.2,3.7,False
O227772,C101148,Mumbai,R1124,Bengaluru,Biryani,2025-02-17 13:32:00,296.24,33.6,4.2,False
O221757,C101420,Mumbai,R1081,Pune,Continental,2025-02-17 13:41:00,515.88,38.6,4.3,False
O218306,C100183,Delhi NCR,R1094,Hyderabad,Chinese,2025-02-17 13:50:00,370.25,31.4,4.5,False
O224362,C101763,Delhi NCR,R1005,Mumbai,Fast Food,2025-02-17 14:00:00,294.63,60.8,3.4,False
O216752,C101286,Delhi NCR,R1106,Bengaluru,Chinese,2025-02-17 14:04:00,277.43,29.9,4.3,False
O210270,C100168,Pune,R1022,Bengaluru,North Indian,2025-02-17 14:05:00,258.94,32.0,5.0,False
O214388,C102360,Bengaluru,R1117,Mumbai,North Indian,2025-02-17 14:09:00,578.09,44.0,4.0,False
O228960,C100516,Mumbai,R1097,Delhi NCR,Fast Food,2025-02-17 14:23:00,223.21,37.5,4.2,False
O220105,C101148,Mumbai,R1037,Mumbai,Biryani,2025-02-17 14:29:00,416.15,36.0,4.3,False
O212114,C101542,Pune,R1167,Mumbai,North Indian,2025-02-17 14:41:00,391.24,25.7,4.3,False
O220795,C101527,Pune,R1143,Bengaluru,South Indian,2025-02-17 14:43:00,180.54,54.1,3.2,False
O211642,C100150,Mumbai,R1045,Pune,South Indian,2025-02-17 14:43:00,241.23,27.4,4.1,False
O226977,C100411,Bengaluru,R1022,Bengaluru,North Indian,2025-02-17 14:47:00,317.3,42.6,3.6,False
O207634,C101099,Pune,R1073,Hyderabad,South Indian,2025-02-17 14:48:00,235.71,25.8,4.1,False
O202864,C101797,Mumbai,R1148,Mumbai,Chinese,2025-02-17 14:59:00,160.43,33.2,4.1,False
O228245,C101133,Mumbai,R1006,Mumbai,Biryani,2025-02-17 15:17:00,316.86,24.3,3.7,False
O221510,C100908,Bengaluru,R1071,Mumbai,Chinese,2025-02-17 15:36:00,347.36,35.7,4.2,False
O207702,C101400,Mumbai,R1099,Mumbai,Biryani,2025-02-17 16:35:00,356.23,17.0,4.9,False
O220944,C101925,Hyderabad,R1025,Hyderabad,North Indian,2025-02-17 17:01:00,404.03,25.0,4.2,False
O226925,C100153,Pune,R1134,Chennai,Biryani,2025-02-17 17:48:00,383.73,34.3,4.5,False
O202974,C101739,Mumbai,R1048,Delhi NCR,Desserts,2025-02-17 18:33:00,110.3,39.3,3.6,False
O228199,C100220,Bengaluru,R1038,Pune,Fast Food,2025-02-17 18:56:00,179.81,32.0,3.8,False
O211654,C100724,Chennai,R1048,Delhi NCR,Desserts,2025-02-17 18:56:00,149.86,15.6,3.4,False
O202383,C100273,Mumbai,R1147,Delhi NCR,Fast Food,2025-02-17 19:00:00,265.31,25.5,4.3,False
O215379,C101513,Bengaluru,R1142,Delhi NCR,Fast Food,2025-02-17 19:07:00,120.2,40.1,4.4,False
O203620,C101709,Bengaluru,R1135,Bengaluru,Fast Food,2025-02-17 19:10:00,330.34,37.4,4.6,False
O215993,C101394,Bengaluru,R1071,Mumbai,Chinese,2025-02-17 19:13:00,430.68,44.2,4.1,False
O200080,C102090,Delhi NCR,R1069,Chennai,Desserts,2025-02-17 19:13:00,99.0,40.8,4.5,False
O200797,C101466,Bengaluru,R1018,Delhi NCR,Desserts,2025-02-17 19:25:00,206.56,19.2,4.2,False
O211595,C100919,Delhi NCR,R1091,Pune,Biryani,2025-02-17 19:25:00,545.75,42.9,4.4,False
O229518,C100372,Mumbai,R1139,Chennai,South Indian,2025-02-17 19:27:00,297.57,43.0,3.5,False
O202242,C100201,Hyderabad,R1058,Mumbai,Fast Food,2025-02-17 19:29:00,223.87,35.3,4.3,False
O203894,C101156,Pune,R1089,Delhi NCR,South Indian,2025-02-17 19:30:00,221.6,38.2,4.4,False
O209016,C100288,Mumbai,R1110,Bengaluru,North Indian,2025-02-17 19:34:00,333.9,17.4,4.7,False
O220742,C100769,Delhi NCR,R1164,Mumbai,Chinese,2025-02-17 19:45:00,326.96,47.6,4.1,False
O221761,C100256,Mumbai,R1055,Chennai,Biryani,2025-02-17 19:47:00,215.96,28.8,4.2,False
O227061,C100487,Mumbai,R1101,Pune,South Indian,2025-02-17 19:48:00,158.63,34.2,4.0,False
O219265,C100500,Hyderabad,R1070,Hyderabad,South Indian,2025-02-17 19:49:00,299.92,38.7,4.4,False
O226724,C100237,Chennai,R1098,Mumbai,Fast Food,2025-02-17 19:52:00,286.93,34.9,4.1,False
O218225,C101983,Delhi NCR,R1091,Pune,Biryani,2025-02-17 20:00:00,546.17,33.3,4.6,False
O224126,C100201,Hyderabad,R1130,Bengaluru,Chinese,2025-02-17 20:09:00,356.0,18.5,4.3,False
O201613,C101777,Delhi NCR,R1086,Pune,Fast Food,2025-02-17 20:21:00,213.58,28.2,3.9,False
O204374,C101791,Mumbai,R1072,Mumbai,Desserts,2025-02-17 20:22:00,208.66,20.3,4.4,False
O212138,C101949,Delhi NCR,R1063,Bengaluru,South Indian,2025-02-17 20:24:00,269.51,40.1,4.4,False
O213625,C101041,Bengaluru,R1042,Mumbai,North Indian,2025-02-17 20:24:00,565.66,27.8,4.1,False
O219030,C101224,Hyderabad,R1153,Delhi NCR,North Indian,2025-02-17 20:31:00,368.58,44.0,4.3,False
O204940,C102287,Bengaluru,R1037,Mumbai,Biryani,2025-02-17 20:32:00,293.76,61.1,3.7,False
O205372,C101420,Mumbai,R1104,Chennai,Fast Food,2025-02-17 20:34:00,209.5,38.1,4.4,False
O206722,C101956,Bengaluru,R1037,Mumbai,Biryani,2025-02-17 20:41:00,480.98,35.4,3.8,False
O219384,C100241,Pune,R1128,Mumbai,Biryani,2025-02-17 20:42:00,239.69,41.6,3.3,False
O209565,C101259,Pune,R1142,Delhi NCR,Fast Food,2025-02-17 20:46:00,311.94,37.2,4.4,False
O205789,C100220,Bengaluru,R1179,Mumbai,Fast Food,2025-02-17 20:48:00,202.02,40.5,4.5,False
O228108,C101148,Mumbai,R1106,Bengaluru,Chinese,2025-02-17 20:50:00,203.19,38.8,4.7,False
O222973,C101208,Pune,R1083,Mumbai,Chinese,2025-02-17 20:53:00,290.98,25.3,4.6,False
O213018,C100487,Mumbai,R1074,Pune,North Indian,2025-02-17 20:56:00,473.17,22.5,5.0,False
O220106,C100492,Hyderabad,R1150,Chennai,South Indian,2025-02-17 21:02:00,320.51,29.0,3.6,False
O205075,C102041,Bengaluru,R1080,Hyderabad,Fast Food,2025-02-17 21:03:00,297.98,36.2,4.2,False
O229625,C102239,Bengaluru,R1137,Pune,North Indian,2025-02-17 21:06:00,344.98,27.7,4.3,False
O201526,C102303,Chennai,R1043,Chennai,South Indian,2025-02-17 21:06:00,292.71,15.5,4.4,False
O207136,C101949,Delhi NCR,R1158,Bengaluru,Chinese,2025-02-17 21:07:00,483.9,51.8,4.0,False
O219192,C102361,Mumbai,R1170,Pune,Chinese,2025-02-17 21:08:00,149.51,27.0,4.2,False
O223461,C101148,Mumbai,R1026,Mumbai,North Indian,2025-02-17 21:13:00,561.98,41.9,3.9,False
O208882,C101212,Delhi NCR,R1122,Bengaluru,Fast Food,2025-02-17 21:19:00,223.2,26.5,4.0,False
O201378,C100187,Delhi NCR,R1150,Chennai,South Indian,2025-02-17 21:22:00,238.16,40.6,4.5,False
O223668,C101573,Bengaluru,R1012,Hyderabad,Desserts,2025-02-17 21:32:00,216.8,27.3,4.0,False
O215001,C100500,Hyderabad,R1052,Chennai,Fast Food,2025-02-17 21:35:00,351.57,38.7,4.0,False
O220776,C102218,Delhi NCR,R1129,Delhi NCR,South Indian,2025-02-17 21:37:00,192.42,39.2,4.7,False
O226798,C101036,Mumbai,R1074,Pune,North Indian,2025-02-17 21:38:00,205.0,36.9,3.8,False
O224527,C101654,Delhi NCR,R1030,Delhi NCR,Fast Food,2025-02-17 21:42:00,210.28,46.7,4.8,False
O224403,C100821,Delhi NCR,R1047,Delhi NCR,Chinese,2025-02-17 21:44:00,411.31,50.3,3.9,False
O213516,C101988,Bengaluru,R1073,Hyderabad,South Indian,2025-02-17 21:45:00,219.5,30.5,4.3,False
O219971,C101493,Pune,R1048,Delhi NCR,Desserts,2025-02-17 21:50:00,192.62,54.5,3.7,False
O203857,C100187,Delhi NCR,R1042,Mumbai,North Indian,2025-02-17 21:53:00,397.42,33.5,4.1,False
O227901,C101545,Bengaluru,R1039,Delhi NCR,Biryani,2025-02-17 21:56:00,406.02,50.2,3.7,False
O224230,C102216,Pune,R1051,Hyderabad,Chinese,2025-02-17 22:02:00,486.95,37.8,4.2,False
O207798,C100452,Hyderabad,R1106,Bengaluru,Chinese,2025-02-17 22:17:00,223.67,40.9,4.1,False
O216919,C100573,Chennai,R1028,Delhi NCR,North Indian,2025-02-17 22:21:00,646.93,46.7,4.1,False
O214112,C100152,Bengaluru,R1173,Bengaluru,North Indian,2025-02-17 22:25:00,447.52,40.0,4.0,False
O203404,C101797,Mumbai,R1164,Mumbai,Chinese,2025-02-17 22:26:00,634.25,41.7,4.2,False
O218080,C101519,Delhi NCR,R1001,Chennai,North Indian,2025-02-17 22:28:00,528.84,38.3,4.4,False
O218532,C102388,Bengaluru,R1093,Delhi NCR,Desserts,2025-02-17 22:34:00,153.49,41.1,4.4,False
O229348,C102338,Bengaluru,R1177,Bengaluru,Fast Food,2025-02-17 22:48:00,243.69,14.6,4.5,False
O218449,C101641,Chennai,R1133,Bengaluru,Continental,2025-02-17 22:55:00,419.08,33.2,3.9,False
O201340,C100999,Delhi NCR,R1104,Chennai,Fast Food,2025-02-17 22:55:00,260.25,28.8,3.7,False
O203698,C100101,Delhi NCR,R1063,Bengaluru,South Indian,2025-02-18 00:00:00,260.53,18.6,4.2,False
O203529,C100898,Delhi NCR,R1152,Mumbai,North Indian,2025-02-18 00:00:00,610.33,44.2,3.9,False
O208272,C101154,Mumbai,R1019,Bengaluru,Biryani,2025-02-18 00:00:00,329.22,26.0,3.9,False
O208799,C100133,Delhi NCR,R1166,Bengaluru,Fast Food,2025-02-18 00:00:00,163.91,38.5,4.3,False
O206922,C100133,Delhi NCR,R1145,Mumbai,Biryani,2025-02-18 00:00:00,270.33,60.2,3.8,False
O219809,C100263,Bengaluru,R1110,Bengaluru,North Indian,2025-02-18 00:00:00,403.25,25.2,4.3,False
O205096,C101461,Delhi NCR,R1137,Pune,North Indian,2025-02-18 00:00:00,170.96,26.0,4.4,False
O224140,C100101,Delhi NCR,R1101,Pune,South Indian,2025-02-18 00:00:00,328.6,30.0,3.8,False
O225429,C100902,Chennai,R1061,Bengaluru,Continental,2025-02-18 00:00:00,577.69,35.4,4.1,False
O200938,C102360,Bengaluru,R1012,Hyderabad,Desserts,2025-02-18 00:00:00,193.34,34.4,3.7,False
O218244,C102344,Chennai,R1070,Hyderabad,South Indian,2025-02-18 00:00:00,262.77,32.6,4.2,False
O206408,C102367,Mumbai,R1141,Bengaluru,Biryani,2025-02-18 00:00:00,567.31,40.0,4.3,False
O221156,C101933,Delhi NCR,R1044,Bengaluru,South Indian,2025-02-18 00:00:00,284.04,41.2,4.3,False
O226295,C100898,Delhi NCR,R1053,Chennai,Chinese,2025-02-18 00:00:00,529.74,31.3,4.3,False
O223453,C101933,Delhi NCR,R1163,Delhi NCR,Chinese,2025-02-18 00:00:00,277.34,28.3,4.0,False
O207296,C101777,Delhi NCR,R1177,Bengaluru,Fast Food,2025-02-18 00:00:00,230.21,20.5,4.2,False
O213864,C101518,Hyderabad,R1114,Pune,North Indian,2025-02-18 00:00:00,529.13,20.8,4.9,False
O223848,C101559,Bengaluru,R1137,Pune,North Indian,2025-02-18 00:00:00,478.07,22.6,3.7,False
O214651,C102253,Delhi NCR,R1054,Delhi NCR,North Indian,2025-02-18 00:00:00,430.06,12.0,4.7,False
O207827,C100355,Bengaluru,R1087,Pune,Fast Food,2025-02-18 00:00:00,273.39,26.8,4.3,False
O222116,C102044,Hyderabad,R1007,Hyderabad,Fast Food,2025-02-18 00:00:00,243.68,35.0,4.6,False
O229747,C101777,Delhi NCR,R1069,Chennai,Desserts,2025-02-18 00:00:00,189.26,48.2,3.3,False
O229754,C100133,Delhi NCR,R1107,Pune,Fast Food,2025-02-18 00:00:00,224.23,28.9,4.0,False
O217952,C101534,Delhi NCR,R1071,Mumbai,Chinese,2025-02-18 00:00:00,308.9,29.4,4.1,False
O201735,C100912,Bengaluru,R1148,Mumbai,Chinese,2025-02-18 00:00:00,345.14,24.7,4.2,False
O218110,C101847,Pune,R1112,Chennai,Biryani,2025-02-18 00:00:00,349.16,32.1,3.9,False
O209509,C100201,Hyderabad,R1139,Chennai,South Indian,2025-02-18 00:00:00,207.57,28.3,4.5,False
O201313,C100902,Chennai,R1090,Mumbai,Biryani,2025-02-18 00:00:00,490.96,52.2,4.0,False
O213427,C100133,Delhi NCR,R1138,Bengaluru,North Indian,2025-02-18 00:00:00,426.74,35.0,3.6,False
O206117,C100040,Mumbai,R1095,Delhi NCR,Chinese,2025-02-18 00:00:00,370.94,37.3,4.6,False
O225477,C102360,Bengaluru,R1072,Mumbai,Desserts,2025-02-18 00:00:00,163.6,41.5,4.5,False
O221263,C100133,Delhi NCR,R1069,Chennai,Desserts,2025-02-18 00:00:00,259.19,28.6,3.9,False
O204007,C101933,Delhi NCR,R1015,Mumbai,South Indian,2025-02-18 00:00:00,290.85,23.6,4.3,False
O213830,C100201,Hyderabad,R1123,Mumbai,Fast Food,2025-02-18 00:00:00,248.33,32.2,4.2,False
O225906,C102081,Delhi NCR,R1158,Bengaluru,Chinese,2025-02-18 00:00:00,374.26,12.0,4.3,False
O229792,C100970,Bengaluru,R1150,Chennai,South Indian,2025-02-18 00:00:00,286.99,18.5,4.4,False
O218501,C100133,Delhi NCR,R1135,Bengaluru,Fast Food,2025-02-18 00:00:00,292.17,37.8,5.0,False
O215550,C100902,Chennai,R1073,Hyderabad,South Indian,2025-02-18 00:00:00,351.02,15.5,4.8,False
O218309,C101933,Delhi NCR,R1169,Delhi NCR,Fast Food,2025-02-18 00:00:00,181.4,35.9,4.6,False
O227560,C100990,Mumbai,R1161,Pune,Chinese,2025-02-18 00:00:00,250.14,22.9,4.5,False
O200099,C100311,Delhi NCR,R1026,Mumbai,North Indian,2025-02-18 00:00:00,329.13,44.9,4.2,False
O216397,C101933,Delhi NCR,R1134,Chennai,Biryani,2025-02-18 00:00:00,385.66,45.8,4.2,False
O201769,C101223,Pune,R1043,Chennai,South Indian,2025-02-18 00:00:00,127.24,17.1,4.8,False
O204897,C102409,Hyderabad,R1155,Bengaluru,North Indian,2025-02-18 00:00:00,468.82,23.7,4.1,False
O225741,C102464,Delhi NCR,R1130,Bengaluru,Chinese,2025-02-18 00:00:00,536.38,24.3,4.1,False
O200811,C100133,Delhi NCR,R1150,Chennai,South Indian,2025-02-18 00:00:00,256.72,35.4,5.0,False
O212020,C100664,Delhi NCR,R1137,Pune,North Indian,2025-02-18 00:00:00,298.19,12.0,3.6,False
O217388,C101933,Delhi NCR,R1136,Delhi NCR,Chinese,2025-02-18 00:00:00,345.02,39.0,3.4,False
O201649,C101282,Hyderabad,R1139,Chennai,South Indian,2025-02-18 00:00:00,192.09,31.6,4.2,False
O208681,C100133,Delhi NCR,R1131,Bengaluru,North Indian,2025-02-18 00:00:00,438.08,15.4,4.3,False
O201612,C101722,Delhi NCR,R1017,Delhi NCR,Desserts,2025-02-18 00:00:00,192.86,38.4,4.5,False
O210111,C101599,Chennai,R1107,Pune,Fast Food,2025-02-18 00:00:00,305.37,12.0,4.2,False
O224172,C102360,Bengaluru,R1104,Chennai,Fast Food,2025-02-18 08:35:00,182.92,32.2,4.3,False
O220266,C102443,Bengaluru,R1114,Pune,North Indian,2025-02-18 09:09:00,160.97,19.2,4.3,False
O213041,C102290,Mumbai,R1089,Delhi NCR,South Indian,2025-02-18 09:30:00,127.7,29.5,5.0,False
O222833,C101985,Hyderabad,R1037,Mumbai,Biryani,2025-02-18 10:52:00,404.72,40.5,5.0,False
O209635,C100137,Delhi NCR,R1133,Bengaluru,Continental,2025-02-18 11:01:00,551.09,36.5,4.2,False
O229011,C101709,Bengaluru,R1096,Delhi NCR,Biryani,2025-02-18 12:03:00,310.37,43.9,4.2,False
O220954,C100872,Delhi NCR,R1090,Mumbai,Biryani,2025-02-18 12:11:00,231.79,46.3,4.5,False
O228096,C100583,Pune,R1166,Bengaluru,Fast Food,2025-02-18 12:13:00,162.46,33.1,4.8,False
O217770,C101405,Bengaluru,R1035,Hyderabad,South Indian,2025-02-18 12:14:00,181.39,34.7,4.2,False
O212320,C102226,Chennai,R1068,Mumbai,Continental,2025-02-18 12:32:00,466.91,61.5,4.3,False
O211514,C100395,Pune,R1145,Mumbai,Biryani,2025-02-18 12:42:00,447.6,26.3,4.0,False
O207102,C102070,Bengaluru,R1143,Bengaluru,South Indian,2025-02-18 12:46:00,222.01,58.0,3.6,False
O204227,C101148,Mumbai,R1042,Mumbai,North Indian,2025-02-18 12:51:00,376.55,33.2,3.9,False
O208852,C101797,Mumbai,R1106,Bengaluru,Chinese,2025-02-18 12:52:00,444.36,28.3,4.6,False
O217587,C101168,Bengaluru,R1157,Hyderabad,Fast Food,2025-02-18 12:55:00,184.9,33.0,4.2,False
O220214,C102476,Bengaluru,R1031,Mumbai,Fast Food,2025-02-18 13:00:00,290.23,31.9,4.3,False
O203019,C102051,Hyderabad,R1036,Bengaluru,South Indian,2025-02-18 13:00:00,400.88,47.2,4.0,False
O223770,C100099,Pune,R1145,Mumbai,Biryani,2025-02-18 13:08:00,472.63,46.9,4.1,False
O215109,C101540,Bengaluru,R1044,Bengaluru,South Indian,2025-02-18 13:09:00,323.7,46.6,4.5,False
O204742,C102105,Bengaluru,R1133,Bengaluru,Continental,2025-02-18 13:15:00,455.58,33.9,4.2,False
O201100,C102208,Mumbai,R1148,Mumbai,Chinese,2025-02-18 13:26:00,465.75,41.0,4.3,False
O211222,C101338,Bengaluru,R1023,Bengaluru,Desserts,2025-02-18 13:27:00,125.85,43.1,3.6,False
O228057,C100133,Delhi NCR,R1046,Bengaluru,Continental,2025-02-18 13:33:00,387.72,42.8,5.0,False
O224395,C100668,Mumbai,R1040,Mumbai,Fast Food,2025-02-18 13:36:00,249.12,41.8,4.5,False
O224963,C100856,Chennai,R1112,Chennai,Biryani,2025-02-18 13:38:00,373.99,26.8,4.6,False
O212713,C101148,Mumbai,R1093,Delhi NCR,Desserts,2025-02-18 13:38:00,197.54,41.4,3.9,False
O222336,C101597,Hyderabad,R1090,Mumbai,Biryani,2025-02-18 13:45:00,389.95,41.7,4.5,False
O223245,C102111,Hyderabad,R1065,Delhi NCR,Desserts,2025-02-18 13:46:00,195.0,26.6,3.8,False
O220968,C101777,Delhi NCR,R1040,Mumbai,Fast Food,2025-02-18 13:51:00,234.81,29.4,4.9,False
O219167,C100908,Bengaluru,R1056,Mumbai,South Indian,2025-02-18 14:09:00,233.99,46.8,4.1,False
O227401,C101566,Bengaluru,R1174,Pune,North Indian,2025-02-18 14:10:00,643.72,34.8,4.6,False
O226585,C100412,Chennai,R1000,Bengaluru,South Indian,2025-02-18 14:19:00,265.23,48.6,3.5,False
O221055,C100822,Delhi NCR,R1056,Mumbai,South Indian,2025-02-18 14:20:00,235.58,39.2,4.5,False
O219500,C101728,Mumbai,R1093,Delhi NCR,Desserts,2025-02-18 14:21:00,305.9,37.6,4.2,False
O212720,C102109,Mumbai,R1004,Mumbai,South Indian,2025-02-18 14:26:00,254.56,52.8,4.3,False
O227100,C100241,Pune,R1024,Delhi NCR,Fast Food,2025-02-18 14:30:00,179.76,51.8,3.6,False
O217020,C101125,Hyderabad,R1041,Delhi NCR,Fast Food,2025-02-18 14:31:00,264.24,40.0,4.3,False
O214246,C100963,Hyderabad,R1074,Pune,North Indian,2025-02-18 14:40:00,372.86,28.3,4.1,False
O226570,C100064,Bengaluru,R1131,Bengaluru,North Indian,2025-02-18 14:46:00,346.05,35.4,4.1,False
O227928,C100583,Pune,R1063,Bengaluru,South Indian,2025-02-18 14:47:00,188.37,32.5,3.7,False
O213921,C101340,Mumbai,R1001,Chennai,North Indian,2025-02-18 14:49:00,266.07,34.6,5.0,False
O215814,C101148,Mumbai,R1004,Mumbai,South Indian,2025-02-18 14:51:00,322.49,27.3,4.3,False
O227014,C100573,Chennai,R1134,Chennai,Biryani,2025-02-18 14:51:00,383.16,38.4,4.7,False
O223797,C101054,Chennai,R1013,Mumbai,Fast Food,2025-02-18 15:05:00,232.19,22.0,4.6,False
O205221,C100668,Mumbai,R1012,Hyderabad,Desserts,2025-02-18 15:20:00,202.65,32.0,4.7,False
O227659,C101709,Bengaluru,R1118,Chennai,Fast Food,2025-02-18 15:43:00,192.25,13.5,4.5,False
O220430,C100825,Mumbai,R1115,Hyderabad,Chinese,2025-02-18 16:17:00,314.47,29.2,4.6,False
O207141,C101148,Mumbai,R1042,Mumbai,North Indian,2025-02-18 17:09:00,279.38,12.0,4.7,False
O229468,C100678,Mumbai,R1139,Chennai,South Indian,2025-02-18 18:02:00,152.14,29.0,4.3,False
O209298,C100207,Bengaluru,R1176,Pune,North Indian,2025-02-18 19:03:00,483.05,27.5,4.4,False
O225251,C102420,Mumbai,R1052,Chennai,Fast Food,2025-02-18 19:08:00,226.81,49.1,4.0,False
O205628,C100323,Delhi NCR,R1055,Chennai,Biryani,2025-02-18 19:11:00,354.41,34.8,4.3,False
O213518,C101148,Mumbai,R1024,Delhi NCR,Fast Food,2025-02-18 19:12:00,285.88,53.3,3.5,False
O209045,C100745,Hyderabad,R1103,Delhi NCR,North Indian,2025-02-18 19:15:00,501.76,41.8,3.6,False
O211689,C100768,Bengaluru,R1091,Pune,Biryani,2025-02-18 19:19:00,516.78,28.0,4.4,False
O226136,C101519,Delhi NCR,R1018,Delhi NCR,Desserts,2025-02-18 19:25:00,210.82,33.6,4.5,False
O210949,C102238,Delhi NCR,R1066,Mumbai,Chinese,2025-02-18 19:25:00,229.7,34.6,4.1,False
O204929,C101988,Bengaluru,R1084,Bengaluru,Desserts,2025-02-18 19:27:00,196.8,24.4,3.8,False
O218125,C102067,Mumbai,R1139,Chennai,South Indian,2025-02-18 19:33:00,323.41,35.0,4.4,False
O202505,C101148,Mumbai,R1145,Mumbai,Biryani,2025-02-18 19:35:00,334.78,52.3,4.1,False
O221049,C101041,Bengaluru,R1041,Delhi NCR,Fast Food,2025-02-18 19:36:00,411.92,45.5,3.5,False
O220701,C100273,Mumbai,R1161,Pune,Chinese,2025-02-18 19:38:00,351.95,31.6,4.6,False
O203843,C101675,Bengaluru,R1104,Chennai,Fast Food,2025-02-18 19:42:00,229.22,31.9,3.8,False
O212107,C100966,Mumbai,R1093,Delhi NCR,Desserts,2025-02-18 19:44:00,166.8,23.0,4.9,False
O227974,C100001,Hyderabad,R1125,Delhi NCR,Continental,2025-02-18 19:47:00,394.45,48.3,4.0,False
O225517,C100135,Chennai,R1136,Delhi NCR,Chinese,2025-02-18 19:57:00,321.54,23.9,4.7,False
O224116,C101156,Pune,R1106,Bengaluru,Chinese,2025-02-18 20:02:00,250.14,44.9,4.0,False
O208521,C101387,Mumbai,R1115,Hyderabad,Chinese,2025-02-18 20:09:00,472.92,54.0,4.5,False
O226169,C101307,Delhi NCR,R1152,Mumbai,North Indian,2025-02-18 20:13:00,451.44,49.1,4.7,False
O227208,C100060,Mumbai,R1171,Mumbai,Desserts,2025-02-18 20:21:00,146.87,42.0,4.7,False
O200798,C101220,Chennai,R1100,Mumbai,Desserts,2025-02-18 20:43:00,213.27,25.7,4.2,False
O208978,C101156,Pune,R1048,Delhi NCR,Desserts,2025-02-18 20:44:00,185.54,32.3,4.5,False
O209114,C102429,Delhi NCR,R1065,Delhi NCR,Desserts,2025-02-18 20:55:00,261.29,38.5,4.3,False
O222335,C102494,Bengaluru,R1046,Bengaluru,Continental,2025-02-18 21:01:00,769.72,29.7,4.6,False
O213388,C100372,Mumbai,R1039,Delhi NCR,Biryani,2025-02-18 21:14:00,220.18,30.7,4.0,False
O223752,C101005,Pune,R1037,Mumbai,Biryani,2025-02-18 21:14:00,407.21,43.7,3.7,False
O221720,C100682,Delhi NCR,R1147,Delhi NCR,Fast Food,2025-02-18 21:17:00,177.87,41.0,4.6,False
O229636,C101030,Delhi NCR,R1132,Mumbai,North Indian,2025-02-18 21:26:00,409.42,50.6,4.1,False
O209422,C101087,Mumbai,R1128,Mumbai,Biryani,2025-02-18 21:31:00,417.81,16.8,4.1,False
O217497,C101310,Pune,R1062,Hyderabad,Desserts,2025-02-18 21:32:00,208.12,26.5,4.1,False
O205220,C100379,Hyderabad,R1145,Mumbai,Biryani,2025-02-18 21:44:00,485.94,37.1,4.4,False
O209444,C102262,Chennai,R1012,Hyderabad,Desserts,2025-02-18 21:44:00,167.17,41.5,4.2,False
O209713,C100931,Mumbai,R1061,Bengaluru,Continental,2025-02-18 21:46:00,359.35,32.3,4.2,False
O219930,C100088,Mumbai,R1089,Delhi NCR,South Indian,2025-02-18 21:48:00,226.75,52.5,4.1,False
